solomon_100\R121,111,113,4118,2376.289087,902.1
solomon_100\R121,121,126,4713,2541.289862,926.251
solomon_100\R121,131,130,4898,2728.829321,930.632
solomon_100\R121,141,146,5348,2887.053391,999.827
solomon_100\R121,151,152,5794,3053.143475,916.304
solomon_100\RC101,51,62,1575,698.4428571,106.648
solomon_100\RC101,61,79,2054,857.8571429,297.345
solomon_100\RC101,71,95,2375,974.4230769,615.531
solomon_100\RC101,81,106,2967,1127.888095,904.463
solomon_100\RC101,91,103,3390,1229.863333,949.093
solomon_100\RC101,101,109,3773,1307.723937,945.096
solomon_100\RC121,111,113,4266,2267.920604,978.548
solomon_100\RC121,121,119,4451,2514.848701,964.633
solomon_100\RC121,131,124,4662,2736.377363,902.351
solomon_100\RC121,141,139,5281,2874.60727,1032.334
solomon_100\RC121,151,142,5345,3056.342333,921.637
,,,,,
solomon_100\C101,51,38,10451,448.3142857,27.051
solomon_100\C101,61,41,13047,580.1857143,44.137
solomon_100\C101,71,43,15214,729.6577381,58.893
solomon_100\C101,81,49,17577,808.0714286,95.653
solomon_100\C101,91,57,19864,915.8714286,179.754
solomon_100\C101,101,56,21568,1044.9,242.591
solomon_100\C121,111,65,28913,2028.053866,572.392
solomon_100\C121,121,54,27108,2193.868407,673.484
solomon_100\C121,131,46,32704,2367.676786,910.706
solomon_100\C121,141,44,32306,2532.817143,901.321
solomon_100\C121,151,45,38601,2700.222619,913.596
solomon_100\R101,51,48,10658,648.6642857,17.135
solomon_100\R101,61,39,11896,733.2233954,21.301
solomon_100\R101,71,38,17655,873.2104658,28.627
solomon_100\R101,81,44,18341,953.710119,54.134
solomon_100\R101,91,55,20407,1040.629167,93.576
solomon_100\R101,101,46,21989,1102.39724,149.723
solomon_100\R121,111,53,27012,2374.198362,294.318
solomon_100\R121,121,60,28485,2535.444296,601.548
solomon_100\R121,131,62,32913,2713.545618,762.094
solomon_100\R121,141,49,34139,2870.170926,926.929
solomon_100\R121,151,47,35061,3033.784907,932.141
solomon_100\RC101,51,33,8898,698.4428571,13.656
solomon_100\RC101,61,48,11011,857.8571429,36.065
solomon_100\RC101,71,51,13581,974.4230769,55.395
solomon_100\RC101,81,41,17635,1127.888095,56.447
solomon_100\RC101,91,57,20768,1229.802619,148.772
solomon_100\RC101,101,53,21631,1306.191503,203.843
solomon_100\RC121,111,56,29095,2263.63131,425.517
solomon_100\RC121,121,73,32273,2499.901905,913.259
solomon_100\RC121,131,53,32076,2720.555238,914.89
solomon_100\RC121,141,45,33561,2838.961126,924.61
solomon_100\RC121,151,48,37211,3023.310853,921.673
