USPS,GEOID,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                  
MI,26163530300,1891,1041,1611629,0,0.622,0,42.4008029,-83.1306653
MI,26163530400,1694,1109,445674,0,0.172,0,42.3909517,-83.1361282
MI,26163530500,2283,1229,750419,0,0.29,0,42.3844331,-83.134013
MI,26163530800,2130,1186,1167896,0,0.451,0,42.3716662,-83.1339332
MI,26163530900,2694,1740,1262451,0,0.487,0,42.375305,-83.1262756
MI,26163531100,1610,1189,623803,0,0.241,0,42.3748819,-83.1152689
MI,26163531200,2532,1186,1079279,0,0.417,0,42.3788297,-83.1020097
MI,26163531300,1497,884,579536,0,0.224,0,42.3833022,-83.1097921
MI,26163531400,1935,989,502012,0,0.194,0,42.3803842,-83.1189728
MI,26163531500,3018,2026,865980,0,0.334,0,42.387097,-83.1235622
MI,26163531600,1981,1212,559379,0,0.216,0,42.394153,-83.1282997
MI,26163531700,2070,1269,749294,0,0.289,0,42.3980117,-83.1171527
MI,26163531800,2139,1497,868850,0,0.335,0,42.3903871,-83.1146956
MI,26163531900,1425,765,708605,0,0.274,0,42.3902385,-83.1062989
MI,26163532200,1696,805,699727,0,0.27,0,42.3884007,-83.0939521
MI,26163532300,962,524,676333,0,0.261,0,42.3840376,-83.0891148
MI,26163532400,1635,893,546624,0,0.211,0,42.3784502,-83.0840723
MI,26163532600,2043,1353,706339,0,0.273,0,42.3689514,-83.0885598
MI,26163532700,962,686,585116,0,0.226,0,42.3752477,-83.0927712
MI,26163533000,1804,874,743564,0,0.287,0,42.3655279,-83.0976664
MI,26163533100,1824,1174,610243,0,0.236,0,42.3718956,-83.1019312
MI,26163533200,1656,1041,626351,0,0.242,0,42.3687113,-83.1111289
MI,26163533300,1795,1048,690233,0,0.267,0,42.3621943,-83.1067231
MI,26163533400,3069,1793,1234730,0,0.477,0,42.3633711,-83.1191094
MI,26163533500,1322,775,472739,0,0.183,0,42.3624806,-83.1312395
MI,26163533600,2446,1479,890734,0,0.344,0,42.3563635,-83.1217128
MI,26163533700,1242,702,836297,0,0.323,0,42.356904,-83.1335477
MI,26163533900,2578,2431,1353343,0,0.523,0,42.3685171,-83.0774349
MI,26163534100,2070,1328,763226,0,0.295,0,42.37506,-83.1423228
MI,26163534200,4179,1951,1693674,0,0.654,0,42.3798594,-83.15592
MI,26163534300,1521,769,763075,0,0.295,0,42.3749313,-83.1627851
MI,26163534400,1958,1020,926768,0,0.358,0,42.3693259,-83.1588593
MI,26163534500,980,586,1217240,0,0.47,0,42.3652492,-83.1451954
MI,26163534600,1902,1119,808527,0,0.312,0,42.3555106,-83.1437193
MI,26163534700,3042,1548,1073921,0,0.415,0,42.3591263,-83.1538569
MI,26163535000,2661,1463,1277032,0,0.493,0,42.3603948,-83.1762139
MI,26163535100,2067,983,970809,0,0.375,0,42.3694786,-83.1753696
MI,26163535200,2487,1252,1406405,0,0.543,0,42.3783005,-83.1753987
MI,26163535300,4028,1769,1927417,0,0.744,0,42.372725,-83.1899689
MI,26163535400,1522,759,985063,0,0.38,0,42.361912,-83.1897249
MI,26163535500,2676,1311,978045,0,0.378,0,42.3546687,-83.1894514
MI,26163535600,3425,1640,1298510,0,0.501,0,42.3551099,-83.1675599
MI,26163535700,1486,745,650215,0,0.251,0,42.3624512,-83.1629391
MI,26163536100,3846,1980,1295098,0,0.5,0,42.4134413,-83.1504213
MI,26163536200,2012,909,672847,0,0.26,0,42.4127063,-83.1641142
MI,26163536300,3130,1683,1284524,0,0.496,0,42.4061973,-83.1501123
MI,26163536400,2868,1418,1289590,0,0.498,0,42.3989571,-83.14981
MI,26163536500,2363,1337,1260539,0,0.487,0,42.388446,-83.1445271
MI,26163536600,2946,1506,1843081,0,0.712,0,42.3899155,-83.1588972
MI,26163536700,1391,650,643751,0,0.249,0,42.3987581,-83.1643604
MI,26163536800,1646,807,634692,0,0.245,0,42.4064903,-83.165885
MI,26163536900,3497,1447,974592,0,0.376,0,42.4129308,-83.1776478
MI,26163537000,3641,1660,1006722,0,0.389,0,42.4057432,-83.1771291
MI,26163537100,2178,1086,1136671,0,0.439,0,42.3979765,-83.1765031
MI,26163537200,888,490,1212296,0,0.468,0,42.3881477,-83.1758564
MI,26163537300,2750,1348,1337496,0,0.516,0,42.3848282,-83.1918279
MI,26163537500,2966,1283,939987,0,0.363,0,42.4053507,-83.1917756
MI,26163537600,3243,1423,950445,0,0.367,0,42.4126361,-83.1920649
MI,26163537700,3178,1618,944672,0,0.365,0,42.398097,-83.1914647
MI,26163537800,2035,952,827659,0,0.32,0,42.3918919,-83.1877019
MI,26163538100,2076,1024,1485846,4172,0.574,0.002,42.4413341,-83.1269354
MI,26163538200,1911,772,1406189,0,0.543,0,42.4349753,-83.1300384
MI,26163538300,2134,1704,2799494,16455,1.081,0.006,42.426959,-83.1237435
MI,26163538400,3342,1397,1307395,0,0.505,0,42.4244427,-83.1362309
MI,26163538500,5158,2404,1288343,0,0.497,0,42.4206842,-83.1507627
MI,26163538600,4669,1987,1277524,0,0.493,0,42.4278669,-83.1510894
MI,26163538700,3606,1620,1292503,0,0.499,0,42.4240331,-83.1655643
MI,26163538800,1404,661,660948,0,0.255,0,42.4350112,-83.1659258
MI,26163538900,3526,1604,1286031,0,0.497,0,42.4350607,-83.1513465
MI,26163539000,2889,1312,1307734,0,0.505,0,42.4423439,-83.1516011
MI,26163539100,1794,833,622448,0,0.24,0,42.4421933,-83.1662919
MI,26163539200,4710,2264,1814237,0,0.7,0,42.441886,-83.1852528
MI,26163539300,3694,1593,1314752,0,0.508,0,42.4348464,-83.1809086
MI,26163539400,3479,1448,1166815,0,0.451,0,42.4258579,-83.175862
MI,26163539500,2963,1330,1569337,0,0.606,0,42.4198239,-83.1873321
MI,26163539600,3310,1327,1113226,0,0.43,0,42.4267839,-83.191164
MI,26163539700,1891,991,743932,0,0.287,0,42.4346911,-83.1956884
MI,26163540100,3300,1496,1239901,0,0.479,0,42.4409076,-83.2102951
MI,26163540200,3771,1703,1275281,0,0.492,0,42.4338414,-83.2097474
MI,26163540300,3823,1667,1288765,0,0.498,0,42.4266089,-83.2094015
MI,26163540400,2569,1304,1277210,0,0.493,0,42.4193657,-83.2091493
MI,26163540500,3296,1414,1389937,1896,0.537,0.001,42.4237296,-83.2251159
MI,26163540600,3301,1463,1197254,0,0.462,0,42.4224753,-83.233995
MI,26163540700,3346,1385,1285936,0,0.497,0,42.4334044,-83.2292261
MI,26163540800,2174,990,1267530,0,0.489,0,42.4405745,-83.2295474
MI,26163540900,3466,1448,1262475,0,0.487,0,42.4401121,-83.2489699
MI,26163541000,3634,1953,1284427,0,0.496,0,42.4329511,-83.2487283
MI,26163541100,3636,1683,1431843,0,0.553,0,42.4222559,-83.2439581
MI,26163541200,2424,1344,1139388,0,0.44,0,42.422012,-83.2537031
MI,26163541300,2429,1132,1283782,0,0.496,0,42.4215788,-83.2821395
MI,26163541400,2634,1246,2530797,3272,0.977,0.001,42.4244065,-83.2688858
MI,26163541500,3476,1899,1239091,0,0.478,0,42.4362189,-83.2633513
MI,26163541700,2132,1392,1279696,0,0.494,0,42.4361333,-83.2731759
MI,26163541800,2495,1285,1202986,0,0.464,0,42.4356241,-83.282863
MI,26163542100,4350,1915,1299552,0,0.502,0,42.4121468,-83.2090072
MI,26163542200,3781,1717,1300783,0,0.502,0,42.4049237,-83.2086673
MI,26163542300,2225,1117,828296,0,0.32,0,42.3984056,-83.2054071
MI,26163542400,2622,1198,685968,0,0.265,0,42.3908903,-83.2036174
MI,26163542500,2489,1039,1057002,0,0.408,0,42.3927935,-83.2132702
MI,26163542600,3130,1433,1379720,0,0.533,0,42.3829687,-83.2077387
MI,26163542700,937,482,1414948,0,0.546,0,42.3824612,-83.22681
MI,26163542800,2531,1052,875543,0,0.338,0,42.3901406,-83.2243491
MI,26163542900,3377,1359,1301945,0,0.503,0,42.3988392,-83.2260719
MI,26163543000,1814,714,928236,0,0.358,0,42.4068106,-83.2257349
MI,26163543100,2406,984,948981,0,0.366,0,42.4126595,-83.2284219
MI,26163543200,2804,1216,1285880,0,0.496,0,42.4112995,-83.2475927
MI,26163543400,3189,1417,1062119,0,0.41,0,42.4015679,-83.2374736
MI,26163543500,1599,768,934313,0,0.361,0,42.4040427,-83.2498756
MI,26163543600,1676,844,1404089,0,0.542,0,42.3968066,-83.2510232
MI,26163543700,2649,1188,1324931,0,0.512,0,42.3894635,-83.2386147
MI,26163543800,1093,755,999331,0,0.386,0,42.3894072,-83.2540332
MI,26163543900,901,639,1261533,0,0.487,0,42.3819469,-83.2493385
MI,26163544000,2178,1126,1009307,0,0.39,0,42.3823964,-83.2671854
MI,26163544100,1803,1138,1844070,0,0.712,0,42.3929346,-83.2685039
MI,26163544200,2467,1363,1277816,0,0.493,0,42.4073688,-83.26197
MI,26163544300,2549,1362,1915273,0,0.739,0,42.4086903,-83.2749743
MI,26163545100,1544,802,1150195,0,0.444,0,42.3757244,-83.2071726
MI,26163545200,3280,1589,1254532,0,0.484,0,42.3688227,-83.2069235
MI,26163545300,2162,1057,1283067,0,0.495,0,42.3616038,-83.2068681
MI,26163545400,758,401,1305955,0,0.504,0,42.3543681,-83.2066365
MI,26163545500,3672,1789,1318294,0,0.509,0,42.3471339,-83.2064028
MI,26163545600,4553,1794,1316856,0,0.508,0,42.3399009,-83.2060508
MI,26163545700,2373,1118,1093578,0,0.422,0,42.3328249,-83.2242628
MI,26163545800,4708,2091,1448105,0,0.559,0,42.3396092,-83.2268502
MI,26163545900,4038,1753,1265294,0,0.489,0,42.3468695,-83.2259311
MI,26163546000,3674,1687,1279812,0,0.494,0,42.3540965,-83.226144
MI,26163546100,4185,1801,1265971,0,0.489,0,42.3508568,-83.2405854
MI,26163546200,2863,1236,2713585,39555,1.048,0.015,42.3464216,-83.252823
MI,26163546300,1655,700,3878646,44983,1.498,0.017,42.3664397,-83.2586109
MI,26163546400,1281,590,650476,0,0.251,0,42.3754399,-83.2413545
MI,26163546500,2357,1093,659195,0,0.255,0,42.3682497,-83.2411333
MI,26163546600,2194,986,725856,0,0.28,0,42.3610566,-83.2415451
MI,26163546700,3152,1428,1278386,0,0.494,0,42.3613063,-83.226246
MI,26163546800,3171,1653,1300241,0,0.502,0,42.3697567,-83.2297901
MI,26163546900,1198,533,1151356,0,0.445,0,42.373917,-83.2228469
MI,26163550100,3950,1721,2363139,1979033,0.912,0.764,42.3681537,-82.9237513
MI,26163550200,4163,2028,1493959,0,0.577,0,42.3828209,-82.9371172
MI,26163550300,3442,1248,1760395,0,0.68,0,42.3862364,-82.9242029
MI,26163550400,1627,899,953140,518095,0.368,0.2,42.3840618,-82.9123138
MI,26163550500,3794,1547,1790126,504026,0.691,0.195,42.3898214,-82.9075602
MI,26163550600,2486,1056,2222063,2565439,0.858,0.991,42.3947515,-82.8905015
MI,26163550700,5454,2191,2621811,0,1.012,0,42.4061485,-82.9045987
MI,26163550800,1539,705,2279291,929974,0.88,0.359,42.4169429,-82.8975897
MI,26163550900,2929,1307,2560950,1659848,0.989,0.641,42.4342045,-82.8771963
MI,26163551100,4856,2015,3994143,0,1.542,0,42.4316357,-82.8970736
MI,26163551200,4071,1684,1536492,0,0.593,0,42.4319065,-82.9125985
MI,26163551300,3849,1981,1610232,0,0.622,0,42.4350442,-82.918377
MI,26163551400,4150,1893,2390822,0,0.923,0,42.4453962,-82.9294045
MI,26163551500,2425,971,1606485,0,0.62,0,42.4369283,-82.9327255
MI,26163551600,3812,1659,1154194,0,0.446,0,42.4340457,-82.9401024
MI,26163551700,3488,1411,1562682,3235,0.603,0.001,42.4455794,-82.8873893
MI,26163551800,3720,1709,1322542,0,0.511,0,42.4468696,-82.9025067
MI,26163552000,2817,1130,539421,0,0.208,0,42.4043824,-83.0584877
MI,26163552100,4358,1941,869322,0,0.336,0,42.4009367,-83.0679464
MI,26163552200,3570,1508,782006,0,0.302,0,42.3946972,-83.0632357
MI,26163552300,3527,1463,496339,0,0.192,0,42.3980776,-83.0542167
MI,26163552400,2900,937,876817,0,0.339,0,42.3990005,-83.0463943
MI,26163552800,5251,1714,1837922,0,0.71,0,42.3879631,-83.0514612
MI,26163553000,1244,769,1870451,0,0.722,0,42.411741,-83.0933547
MI,26163553100,1696,852,873694,0,0.337,0,42.4132901,-83.1084779
MI,26163553200,905,584,614432,0,0.237,0,42.4114731,-83.1151475
MI,26163553300,1363,772,842750,0,0.325,0,42.3971272,-83.1054361
MI,26163553400,1983,1208,776388,0,0.3,0,42.4054999,-83.1023966
MI,26163553600,2631,982,1672473,0,0.646,0,42.4008134,-83.0848809
MI,26163553800,1954,923,1044124,0,0.403,0,42.3965425,-83.0966082
MI,26163554100,4121,1730,2181220,0,0.842,0,42.4375474,-83.2984544
MI,26163554200,3301,1412,1583357,0,0.611,0,42.4321158,-83.3071022
MI,26163554300,5028,2190,2529643,0,0.977,0,42.4208059,-83.306328
MI,26163554400,3247,1394,1273275,0,0.492,0,42.4212881,-83.2918853
MI,26163554500,2804,1331,1980062,0,0.765,0,42.4057462,-83.2877287
MI,26163554600,3860,1574,2534818,0,0.979,0,42.4063569,-83.3057437
MI,26163554700,2514,1086,2460173,4823,0.95,0.002,42.3921485,-83.3043035
MI,26163554800,3590,1570,2687923,0,1.038,0,42.3925345,-83.2855296
MI,26163554900,3335,1433,2580992,1082,0.997,0,42.3824901,-83.2940908
MI,26163555100,4563,1934,2456948,0,0.949,0,42.3703234,-83.3042163
MI,26163555300,3384,1350,2566849,2984,0.991,0.001,42.3725224,-83.2872052
MI,26163555400,2861,1127,1753432,0,0.677,0,42.3676767,-83.270782
MI,26163555500,3057,1414,1284218,0,0.496,0,42.3602197,-83.2847527
MI,26163555600,2697,1194,1235974,0,0.477,0,42.3594586,-83.3038034
MI,26163556100,3508,1431,2608057,0,1.007,0,42.4345918,-83.3264063
MI,26163556200,2714,1527,2576762,0,0.995,0,42.4340683,-83.3459837
MI,26163556300,3316,1554,2583910,0,0.998,0,42.4336007,-83.3654401
MI,26163556400,4340,1712,5120342,11219,1.977,0.004,42.4348601,-83.4008193
MI,26163556500,2282,1314,4968040,15676,1.918,0.006,42.4237727,-83.423725
MI,26163556600,3438,1320,2601320,0,1.004,0,42.4182116,-83.403926
MI,26163556700,2651,1053,2578913,4304,0.996,0.002,42.4174352,-83.3856167
MI,26163556800,1789,692,2596374,0,1.002,0,42.4191245,-83.3648221
MI,26163556900,3779,1462,2578873,0,0.996,0,42.4195952,-83.3452753
MI,26163557000,3039,1331,2599569,2401,1.004,0.001,42.4243877,-83.3257127
MI,26163557100,2568,1093,2605972,0,1.006,0,42.4056212,-83.3250478
MI,26163557200,2014,798,2586186,0,0.999,0,42.4051332,-83.3446237
MI,26163557300,2165,878,2575397,0,0.994,0,42.4046813,-83.3641519
MI,26163557400,3415,1310,2448963,0,0.946,0,42.4044036,-83.3832956
MI,26163557500,3912,1487,2700000,0,1.042,0,42.4036911,-83.4028464
MI,26163557600,3183,1275,2519070,0,0.973,0,42.4033664,-83.4226398
MI,26163557700,4453,1859,2320829,0,0.896,0,42.389439,-83.4213874
MI,26163557900,5043,1907,5222312,6768,2.016,0.003,42.3885128,-83.3934694
MI,26163558000,4295,1763,2629406,0,1.015,0,42.390163,-83.3635099
MI,26163558100,3432,1447,2621875,0,1.012,0,42.3905913,-83.3439058
MI,26163558200,4624,1841,2579208,651,0.996,0,42.3912107,-83.3258743
MI,26163558300,2044,924,15126751,46,5.84,0,42.3763472,-83.3633939
MI,26163558400,3836,1697,2741831,339603,1.059,0.131,42.3621073,-83.4233168
