11.0, 26.0, 9.0, 32.0, 25.0, 15.0, 7.0, 26.0, 26.0, 43.0, 35.0, 41.0, 22.0, 0.0, 21.0, 20.0, 20.0, 25.0, 18.0, 38.0, 42.0, 15.0, 21.0, 32.0, 36.0
32.0, 46.0, 21.0, 53.0, 41.0, 20.0, 22.0, 40.0, 33.0, 64.0, 52.0, 55.0, 43.0, 21.0, 0.0, 15.0, 11.0, 22.0, 30.0, 50.0, 62.0, 31.0, 30.0, 40.0, 55.0
30.0, 45.0, 13.0, 47.0, 29.0, 29.0, 25.0, 46.0, 42.0, 60.0, 55.0, 60.0, 36.0, 20.0, 15.0, 0.0, 25.0, 35.0, 36.0, 57.0, 61.0, 21.0, 15.0, 25.0, 46.0
29.0, 42.0, 25.0, 51.0, 45.0, 11.0, 18.0, 31.0, 23.0, 60.0, 44.0, 46.0, 42.0, 20.0, 11.0, 25.0, 0.0, 11.0, 22.0, 40.0, 57.0, 35.0, 36.0, 47.0, 57.0
30.0, 40.0, 32.0, 52.0, 50.0, 10.0, 20.0, 25.0, 13.0, 58.0, 39.0, 38.0, 45.0, 25.0, 22.0, 35.0, 11.0, 0.0, 18.0, 31.0, 53.0, 41.0, 44.0, 55.0, 60.0
15.0, 22.0, 27.0, 35.0, 40.0, 11.0, 11.0, 10.0, 10.0, 40.0, 22.0, 25.0, 30.0, 18.0, 30.0, 36.0, 22.0, 18.0, 0.0, 20.0, 35.0, 32.0, 39.0, 49.0, 45.0
32.0, 28.0, 47.0, 42.0, 56.0, 30.0, 31.0, 11.0, 17.0, 40.0, 15.0, 7.0, 43.0, 38.0, 50.0, 57.0, 40.0, 31.0, 20.0, 0.0, 30.0, 50.0, 58.0, 68.0, 55.0
31.0, 16.0, 49.0, 22.0, 46.0, 46.0, 40.0, 29.0, 41.0, 11.0, 15.0, 25.0, 30.0, 42.0, 62.0, 61.0, 57.0, 53.0, 35.0, 30.0, 0.0, 45.0, 55.0, 60.0, 36.0
18.0, 29.0, 10.0, 26.0, 10.0, 31.0, 22.0, 39.0, 41.0, 41.0, 42.0, 51.0, 15.0, 15.0, 31.0, 21.0, 35.0, 41.0, 32.0, 50.0, 45.0, 0.0, 10.0, 18.0, 25.0
26.0, 39.0, 12.0, 36.0, 14.0, 36.0, 28.0, 47.0, 48.0, 50.0, 52.0, 60.0, 25.0, 21.0, 30.0, 15.0, 36.0, 44.0, 39.0, 58.0, 55.0, 10.0, 0.0, 11.0, 32.0
36.0, 46.0, 23.0, 40.0, 15.0, 47.0, 39.0, 57.0, 58.0, 55.0, 60.0, 69.0, 30.0, 32.0, 40.0, 25.0, 47.0, 55.0, 49.0, 68.0, 60.0, 18.0, 11.0, 0.0, 31.0
30.0, 27.0, 34.0, 14.0, 18.0, 50.0, 40.0, 47.0, 55.0, 26.0, 43.0, 54.0, 15.0, 36.0, 55.0, 46.0, 57.0, 60.0, 45.0, 55.0, 36.0, 25.0, 32.0, 31.0, 0.0
