31.0, 47.0, 37.0, 46.0, 41.0, 46.0, 35.0, 35.0, 40.0, 5.0, 0.0, 2.0, 5.0, 7.0, 7.0, 8.0, 10.0, 11.0, 48.0, 43.0, 40.0, 46.0, 39.0, 44.0, 37.0
33.0, 48.0, 37.0, 47.0, 41.0, 46.0, 36.0, 35.0, 40.0, 5.0, 2.0, 0.0, 5.0, 5.0, 5.0, 6.0, 8.0, 9.0, 50.0, 45.0, 42.0, 47.0, 40.0, 46.0, 39.0
32.0, 43.0, 33.0, 42.0, 37.0, 41.0, 31.0, 30.0, 35.0, 10.0, 5.0, 5.0, 0.0, 10.0, 3.0, 7.0, 9.0, 8.0, 53.0, 48.0, 45.0, 51.0, 43.0, 50.0, 42.0
38.0, 53.0, 43.0, 52.0, 47.0, 52.0, 42.0, 41.0, 46.0, 5.0, 7.0, 5.0, 10.0, 0.0, 10.0, 5.0, 7.0, 11.0, 49.0, 44.0, 42.0, 46.0, 40.0, 44.0, 38.0
35.0, 44.0, 34.0, 43.0, 38.0, 42.0, 32.0, 31.0, 36.0, 11.0, 7.0, 5.0, 3.0, 10.0, 0.0, 5.0, 7.0, 5.0, 55.0, 50.0, 47.0, 53.0, 46.0, 51.0, 44.0
39.0, 50.0, 40.0, 49.0, 43.0, 48.0, 38.0, 37.0, 42.0, 9.0, 8.0, 6.0, 7.0, 5.0, 5.0, 0.0, 2.0, 5.0, 54.0, 50.0, 47.0, 51.0, 45.0, 50.0, 43.0
41.0, 51.0, 41.0, 50.0, 44.0, 49.0, 39.0, 38.0, 42.0, 11.0, 10.0, 8.0, 9.0, 7.0, 7.0, 2.0, 0.0, 5.0, 56.0, 51.0, 48.0, 53.0, 47.0, 51.0, 45.0
40.0, 47.0, 37.0, 45.0, 40.0, 44.0, 34.0, 33.0, 38.0, 14.0, 11.0, 9.0, 8.0, 11.0, 5.0, 5.0, 5.0, 0.0, 59.0, 54.0, 51.0, 56.0, 50.0, 55.0, 48.0
45.0, 82.0, 73.0, 82.0, 78.0, 83.0, 74.0, 75.0, 80.0, 45.0, 48.0, 50.0, 53.0, 49.0, 55.0, 54.0, 56.0, 59.0, 0.0, 5.0, 10.0, 4.0, 10.0, 6.0, 11.0
40.0, 76.0, 68.0, 77.0, 73.0, 78.0, 69.0, 70.0, 75.0, 40.0, 43.0, 45.0, 48.0, 44.0, 50.0, 50.0, 51.0, 54.0, 5.0, 0.0, 5.0, 5.0, 5.0, 6.0, 6.0
35.0, 72.0, 63.0, 72.0, 68.0, 73.0, 64.0, 65.0, 70.0, 37.0, 40.0, 42.0, 45.0, 42.0, 47.0, 47.0, 48.0, 51.0, 10.0, 5.0, 0.0, 10.0, 2.0, 10.0, 4.0
45.0, 81.0, 72.0, 82.0, 77.0, 82.0, 73.0, 74.0, 79.0, 42.0, 46.0, 47.0, 51.0, 46.0, 53.0, 51.0, 53.0, 56.0, 4.0, 5.0, 10.0, 0.0, 10.0, 2.0, 10.0
35.0, 71.0, 62.0, 72.0, 68.0, 72.0, 63.0, 65.0, 69.0, 36.0, 39.0, 40.0, 43.0, 40.0, 46.0, 45.0, 47.0, 50.0, 10.0, 5.0, 2.0, 10.0, 0.0, 10.0, 2.0
45.0, 81.0, 71.0, 81.0, 77.0, 82.0, 72.0, 73.0, 78.0, 41.0, 44.0, 46.0, 50.0, 44.0, 51.0, 50.0, 51.0, 55.0, 6.0, 6.0, 10.0, 2.0, 10.0, 0.0, 10.0
35.0, 71.0, 62.0, 71.0, 67.0, 72.0, 63.0, 64.0, 68.0, 34.0, 37.0, 39.0, 42.0, 38.0, 44.0, 43.0, 45.0, 48.0, 11.0, 6.0, 4.0, 10.0, 2.0, 10.0, 0.0
