solomon_100\RC101,61,23,2333,1349.720833333333,2.669,3.169,
solomon_100\RC101,71,23,3441,1488.27,2.936,4.425,
solomon_100\RC101,81,18,3862,1717.4375000000005,3.581,4.206,
solomon_100\RC101,91,27,4824,1871.5249999999999,6.982,8.733,
solomon_100\RC121,111,24,5749,3459.8416666666667,9.06,11.075,
solomon_100\RC121,121,26,6811,3832.7699999999995,10.303,14.566,
solomon_100\RC121,131,32,6589,4174.070238095238,19.301,22.11,
solomon_100\RC121,141,27,7634,4396.250000000001,15.937,19.612,
solomon_100\RC121,151,30,8334,4685.087500000001,25.092,29.485,

